PMID	title	abstract
17994114	Gastrointestinal roles for proteinase-activated receptors in health and disease.	It has been almost a decade since the molecular cloning of all four members of the proteinase-activated receptor (PAR) family was completed. This unique family of G protein-coupled receptors (GPCRs) mediates specific cellular actions of various endogenous proteinases including thrombin, trypsin, tryptase, etc. and also certain exogenous enzymes. Increasing evidence has been clarifying the emerging roles played by PARs in health and disease. PARs, particularly PAR1 and PAR2, are distributed throughout the gastrointestinal (GI) tract, modulating various GI functions. One of the most important GI functions of PARs is regulation of exocrine secretion in the salivary glands, pancreas and GI mucosal epithelium. PARs also modulate motility of GI smooth muscle, involving multiple mechanisms. PAR2 appears to play dual roles in pancreatitis and related pain, being pro-inflammatory/pro-nociceptive and anti-inflammatory/anti-nociceptive. Similarly, dual roles for PAR1 and PAR2 have been demonstrated in mucosal inflammation/damage throughout the GI tract. There is also fundamental and clinical evidence for involvement of PAR2 in colonic pain. PARs are thus considered key molecules in regulation of GI functions and targets for development of drugs for treatment of various GI diseases.
17994221	Comparison of the confusion assessment method for the intensive care unit (CAM-ICU) with the Intensive Care Delirium Screening Checklist (ICDSC) for delirium in critical care patients gives high agreement rate(s).	OBJECTIVE: In the intensive care unit (ICU) we assessed the agreement between the delirium ratings of two independent delirium assessment methods: (a) the Confusion Assessment method for the ICU (CAM-ICU); and (b) the Intensive Care Delirium Screening Checklist (ICDSC). DESIGN: Prospective, descriptive cohort study. SETTING AND PATIENTS: During a 6-month period, 174 patients (mean age 62.4+/-13.0 years) admitted to the ICU after elective surgery or after an emergency were included and assessed with both delirium assessment systems by two trained independent investigators (research person and bedside nurses) during their ICU stay or for up to 7 days after ICU admission. INTERVENTIONS: Patients' clinical characteristics at ICU admission day were documented. MEASUREMENTS AND RESULTS: After excluding permanently unconscious patients with <or=-4 on the Richmond Agitation Sedations scale, delirium was identified in 71 of the 174 patients (41%). The patients who were included were tested in 374 paired but researcher-independent ratings of delirium by both scoring methods. The kappa coefficient determined over 7 days of ICU stay was 0.80 (CI 95%: 0.78-0.84; p<0.001), indicating good agreement. CONCLUSION: It is concluded from the present investigation that the two scoring methods represent good diagnostic tools with high agreement rates in critical ill ICU patients.
17995450	G protein-coupled receptor sorting to endosomes and lysosomes.	The heptahelical G protein-coupled receptors (GPCRs) belong to the largest family of cell surface signaling receptors encoded in the human genome. GPCRs signal to diverse extracellular stimuli and control a vast number of physiological responses, making this receptor class the target of nearly half the drugs currently in use. In addition to rapid desensitization, receptor trafficking is crucial for the temporal and spatial control of GPCR signaling. Sorting signals present in the intracytosolic domains of GPCRs regulate trafficking through the endosomal-lysosomal system. GPCR internalization is mediated by serine and threonine phosphorylation and arrestin binding. Short, linear peptide sequences including tyrosine- and dileucine-based motifs, and PDZ ligands that are recognized by distinct endocytic adaptor proteins also mediate internalization and endosomal sorting of GPCRs. We present new data from bioinformatic searches that reveal the presence of these types of sorting signals in the cytoplasmic tails of many known GPCRs. Several recent studies also indicate that the covalent modification of GPCRs with ubiquitin serves as a signal for internalization and lysosomal sorting, expanding the diversity of mechanisms that control trafficking of mammalian GPCRs.
17995960	Evaluating Burkholderia pseudomallei Bip proteins as vaccines and Bip antibodies as detection agents.	Burkholderia pseudomallei is a biothreat agent and an important natural pathogen, causing melioidosis in humans and animals. A type III secretion system (TTSS-3) has been shown to be critical for virulence. Because TTSS components from other pathogens have been used successfully as diagnostic agents and as experimental vaccines, it was investigated whether this was the case for BipB, BipC and BipD, components of B. pseudomallei's TTSS-3. The sequences of BipB, BipC and BipD were found to be highly conserved among B. pseudomallei and B. mallei isolates. A collection of monoclonal antibodies (mAbs) specific for each Bip protein was obtained. Most recognized both native and denatured Bip protein. Burkholderia pseudomallei or B. mallei did not express detectable BipB or BipD under the growth conditions used. However, anti-BipD mAbs did recognize the TTSS needle structures of a Shigella strain engineered to express BipD. The authors did not find that BipB, BipC or BipD are protective antigens because vaccination of mice with any single protein did not result in protection against experimental melioidosis. Enzyme-linked immunosorbent assay (ELISA) studies showed that human melioidosis patients had antibodies to BipB and BipD. However, these ELISAs had low diagnostic accuracy in endemic regions, possibly due to previous patient exposure to B. pseudomallei.
17996018	The pyruvate, orthophosphate dikinase regulatory proteins of Arabidopsis possess a novel, unprecedented Ser/Thr protein kinase primary structure.	Pyruvate, orthophosphate dikinase (PPDK) is a ubiquitous, low-abundance metabolic enzyme of undetermined function in C3 plants. Its activity in C3 chloroplasts is light-regulated via reversible phosphorylation of an active-site Thr residue by the PPDK regulatory protein (RP), a most unusual bifunctional protein kinase (PK)/protein phosphatase (PP). In this paper we document the molecular cloning and functional analysis of the two unique C3 RPs in Arabidopsis thaliana. The first of these, AtRP1, encodes a typical chloroplast-targeted, bifunctional C4-like RP. The second RP gene, AtRP2, encodes a monofunctional polypeptide that possesses in vitro RP-like PK activity but lacks PP activity, and is localized in the cytosol. Notably, the deduced primary structures of these two highly homologous polypeptides are devoid of any canonical subdomain structure that unifies all known eukaryotic and prokaryotic Ser/Thr PKs into one of three superfamilies, despite the direct demonstration that AtRP1 is functionally a member of this group. Instead, these C3 RPs and the related C4 plant homologues encode a conserved, centrally positioned, approximately 260-residue sequence currently described as the 'domain of unknown function 299' (DUF 299). We propose that vascular plant RPs form a unique protein kinase family now designated as the DUF 299 gene family.
17996375	Kank proteins: a new family of ankyrin-repeat domain-containing proteins.	The human Kank gene was found as a candidate tumor suppressor for renal cell carcinoma, and encodes an ankyrin-repeat domain-containing protein, Kank. Here, we report a new family of proteins consisting of three Kank (Kank1)-associated members, Kank2, Kank3 and Kank4, which were found by domain and phylogenetic analyses. Besides the conserved ankyrin-repeat and coiled-coil domains, there was a conserved motif at the N-terminal (KN motif) containing potential motifs for nuclear localization and export signals. Gene expression of these genes was examined by RT-PCR at the mRNA level and by Western blotting and immunostaining at the protein level. Kank family genes showed variations in the expression level among tissues and kidney cell lines. Furthermore, the results of overexpression of these genes in NIH3T3 cells suggest that all of these family proteins have an identical role in the formation of actin stress fibers.
17996384	Time trends in nodal volumes and motion during radiotherapy for patients with stage III non-small-cell lung cancer.	PURPOSE: Knowledge of changes in gross tumor volume (GTV) and of GTV motion during a course of radiotherapy is necessary for accurate treatment delivery. This study describes the time trends in nodal computed tomography (CT) volume and motion for patients with locally advanced non-small-cell lung cancer (NSCLC). PATIENTS AND METHODS: In a prospective clinical trial, 12 patients with a total of 22 positive nodes underwent a CT-positron emission tomography scan before treatment, as well as in the first and second week following start of radiotherapy. Volume changes could be measured for all nodes. For 21 nodes, the motion was measured on the basis of a respiration correlated CT (RCCT) scan. Repeated RCCT scans were available for 11 nodes to evaluate the change in motion. RESULTS: In 6 of 22 (27%) patients, the nodal volume increased >30%, whereas in 3 of 22 (14%) the volume decreased >30%. On average, the nodal volume did not change significantly (from 4.9 to 5.1 to 4.6 cm(3)). The average motion of the nodal areas was initially 5.6 +/- 2.8 mm. This motion decreased slightly during therapy but not statistically significant. However, large interpatient and internodal motion differences were observed. CONCLUSION: A large variability of changes in nodal volume between patients was observed. However, this had limited clinical impact because volumes and hence volume changes were small. The nodal motion did not change significantly during therapy. However, because of the large interpatient variability of nodal motion before treatment, internal margins for nodal areas should be calculated before radiotherapy using RCCT, such that the margins can be applied for individual patients. Repeated imaging of the nodes seems however to be of limited use because the observed individual changes in nodal volume and motion tend to fall within the commonly applied margins.
17996389	Time dependence of intrafraction patient motion assessed by repeat stereoscopic imaging.	PURPOSE: To quantify intrafraction patient motion and its time dependence in immobilized intracranial and extracranial patients. The data can be used to optimize the intrafraction imaging frequency and consequent patient setup correction with an image guidance and tracking system, and to establish the required safety margins in the absence of such a system. METHOD AND MATERIALS: The intrafraction motion of 32 intracranial patients, immobilized with a thermoplastic mask, and 11 supine- and 14 prone-treated extracranial spine patients, immobilized with a vacuum bag, were analyzed. The motion was recorded by an X-ray, stereoscopic, image-guidance system. For each group, we calculated separately the systematic (overall mean and SD) and the random displacement as a function of elapsed intrafraction time. RESULTS: The SD of the systematic intrafraction displacements increased linearly over time for all three patient groups. For intracranial-, supine-, and prone-treated patients, the SD increased to 0.8, 1.2, and 2.2 mm, respectively, in a period of 15 min. The random displacements for the prone-treated patients were significantly higher than for the other groups, namely 1.6 mm (1 SD), probably caused by respiratory motion. CONCLUSIONS: Despite the applied immobilization devices, patients drift away from their initial position during a treatment fraction. These drifts are in general small if compared with conventional treatment margins, but will significantly contribute to the margin for high-precision radiation treatments with treatment times of 15 min or longer.
17996461	Forebrain oscillators ticking with different clock hands.	Clock proteins like PER1 and PER2 are expressed in the brain, but little is known about their functionality outside the main suprachiasmatic clock. Here we show that PER1 and PER2 were neither uniformly present nor identically phased in forebrain structures of mice fed ad libitum. Altered expression of the clock gene Cry1 was observed in respective Per1 or Per2 mutants. In response to hypocaloric feeding, PERs timing was not markedly affected in few forebrain structures (hippocampus). In most other forebrain oscillators, including those expressing only PER1 (e.g., dorsomedial hypothalamus), PER2 (e.g., paraventricular hypothalamus) or both (e.g., paraventricular thalamus), PER1 was up-regulated and PER2 largely phase-advanced. Cry1 expression was selectively modified in the forebrain of Per mutants challenged with hypocaloric feeding. Our results suggest that there is not one single cerebral clock, but a system of multiple brain oscillators ticking with different clock hands and differentially sensitive to nutritional cues.
17996483	Regulation of HGF and SDF-1 expression by oral fibroblasts--implications for invasion of oral cancer.	Invasion and metastasis of oral squamous cell carcinoma (OSCC) is dependent on signals received from stromal fibroblasts present in the surrounding connective tissue. The aim of this study was to investigate the regulation of expression of two important signaling molecules--HGF and SDF-1--by both stromal fibroblasts and their 'activated' form, myofibroblasts, and to determine the role of these two factors in stimulating OSCC cell invasion in vitro. Fibroblasts and myofibroblasts produced similar levels of HGF and SDF-1. IL-1alpha and OSCC cell conditioned medium both stimulated HGF and SDF-1 expression, while TGF-beta(1) inhibited production of each factor. Myofibroblast-derived conditioned medium stimulated OSCC cell invasion through matrigel. Blocking antibodies to both HGF and SDF-1 reduced the level of invasion. In fibroblast-free organotypic raft cultures, addition of HGF and SDF-1 stimulated OSCC cell invasion into the underlying collagen gel, although the pattern of invasion differed from that induced by fibroblasts. Fibroblast-derived HGF and SDF-1 appear to play central roles in the reciprocal interactions between OSCC cells and underlying stromal fibroblasts leading to the local invasion of oral cancer.
17996496	A novel application of high-dose (50kGy) gamma irradiation for demineralized bone matrix: effects on fusion rate in a rat spinal fusion model.	BACKGROUND CONTEXT: The safety of allograft material has come under scrutiny because of recent reports of allograft-associated bacterial and viral infections in tissue recipients. Gamma irradiation, although being one of the most effective ways of terminal sterilization, has been shown to affect the biomechanical properties of allograft bone. It may also have detrimental effects on the osteoinductivity of allograft material such as demineralized bone matrix (DBM) by the denaturation of proteins because of heat generated by irradiation. Sterilization of DBM material is an important variable in processing graft materials. This is considered to be one of the factors leading to different fusion rates observed with different commercially available DBM products, as the sterilization procedure itself may affect the osteoinductivity of the material. Currently, there is no ideal sterilization technique that limits the detrimental effect on osteoinductivity and fusion rates. PURPOSE: To evaluate the effects of a range of hydrogen peroxide exposures with or without the controlled high-dose gamma irradiation after processing with radioprotectant solutions (Clearant radiation sterilization procedure) on the fusion rates of human DBM. STUDY DESIGN: A prospective in vivo animal study. METHODS: Eighty mature athymic nude female rats were used for this study, which formed 10 equal groups. Human DBM exposed to hydrogen peroxide for different time periods (0, 1, 6, and 24 hours) was divided into two major subgroups. One group was further treated with controlled high-dose radiation using radioprotectants (radiation treated), whereas the other group was frozen immediately without specific treatment (non-radiation treated). Both radiation-treated and non-radiation-treated DBM material from each group of hydrogen peroxide exposure times were implanted between L4 and L5 transverse processes of the rats forming eight test groups including eight animals in each. The remaining 16 rats were divided into two additional groups to form negative (only decortication, n=8) and positive (bone morphogenetic protein [BMP]-2, n=8) control groups. The rats were evaluated for fusion by radiographs (2, 4, and 8 weeks), manual palpation (8 weeks), and histological analysis after sacrificing. Comparison of fusion rate among all groups was made using these three evaluation methods. RESULTS: Increasing the time period of hydrogen peroxide (0, 1, 6, or 24 hours) exposure for preparation of DBM from bone allograft did not affect the fusion rates significantly (p<.05), although there was a trend toward decreasing fusion rates with longer exposure times. When the hydrogen peroxide washed DBM preparations were also radiation treated, the resulting fusion rates were again not significantly different (p<.05). Agreement among fusion detection methods was found to be high. CONCLUSIONS: Hydrogen peroxide processing was not detrimental to fusion rates. The additional terminal sterilization technique with special gamma irradiation protocols (Clearant process) also did not decrease the fusion rates but could provide an additional margin of safety.
17996949	Porcine interferon-gamma protects swine from foot-and-mouth disease virus (FMDV).	Porcine interferon-gamma (PoIFN-gamma) fused with glutathione S-transferase (GST) was expressed in Escherichia coli BL(21). Twenty 6-week-old piglets were randomly assigned to four groups. Pigs in groups 1-3 were pretreated with 30 mg, 20 mg, and 10 mg recombinant PoIFN-gamma (rPoIFN-gamma), respectively. Pigs in group 4 (control) were pretreated with GST expressed by the empty plasmid. At 48h postinoculation (hpi), all swine were challenged with FMDV (serotype O). Pigs pretreated with 30 mg rPoIFN-gamma were completely protected from virulent FMDV attack. Pigs given 20 mg rPoIFN-gamma achieved partial protection, and the unprotected piglets showed clinical signs from 68h postchallenge (hpc). Although 10 mg rPoIFN-gamma did not confer protection against FMDV, the pigs pretreated with this dose of rPoIFN-gamma presented clinical signs from 35 hpc, which was later than the control group (14 hpc). These results indicate that PoIFN-gamma can protect swine against attack from FMDV or delay the appearance of clinical signs; the effect is dose dependent.
17997047	Beyond the "Binge" threshold: heavy drinking patterns and their association with alcohol involvement indices in college students.	Despite its ubiquity, the term "Binge" drinking has been controversial. Among other things, the grouping of drinkers into a single risk category based on a relatively low threshold may not capture adequately the nature of problem drinking behaviors. The present study is an initial examination of the utility of delineating heavy drinkers into three groups; those who typically drink below the traditional "Binge" cutoff (less than 4+/5+ drinks per occasion for women/men), those who met traditional "Binge" drinking criteria, and a higher "Binge" cutoff of 6+/7+ (women, men). We examined differences in drunkenness, drinking frequency, and unique types of alcohol problems. Participants (N=356; 184 women) were regularly drinking college students at a mid-sized U.S. university who completed a battery of self-report measures including a calendar of daily alcohol consumption, and the 8-domain Young Adult Alcohol Consequences Questionnaire (YAACQ). Estimated Blood Alcohol Levels (eBALs) were calculated. We found that the standard 4+/5+ drink "Binge" cutoff distinguishes drinkers across some but not all indices of alcohol involvement. "Binge" drinkers differed from their "Non-Binge" counterparts on eBAL, but for other indicators (drinking frequency, total alcohol consequences), only "Heavy Binge" drinkers differed significantly from "Non-Binge" drinkers. Importantly, "Heavy Binge" drinkers experienced higher levels of those specific consequences associated with more problematic alcohol involvement. Findings suggest that not all "Binge" drinkers drink alike, are equally drunk, or experience similar consequences. As such, there may be utility in distinguishing among heavy drinkers, in order to focus appropriately on those at greatest risk for different types of consequences.
17997057	Seasonal changes of sperm storage and correlative structures in male and female soft-shelled turtles, Trionyx sinensis.	Reproductive ducts of male and female soft-shelled turtles, Trionyx sinensis were examined throughout the year (March, May, September, December) using brightfield and electron microscopes (TEM and SEM), to determine the location and histomorphological characteristics of sperm storage structures as well as their changes at different phases of the seasonal reproductive cycle. Sperm stored in the epididymis were also examined. In the male, spermatogenesis is initiated in spring (May), and then the mature sperm are released in autumn as an episodic event. Spermatogenesis is inactive in winter. However, in this species, the epididymis contains sperm throughout the entire year. Sperm observed in the epididymis are intact and some structures are uniquely different from other reptiles, and is characterized by 35-40 concentric mitochondria with a dense core in the centre. Many glycogen granules are observed in the cytoplasm of the midpiece. However, the epithelial cell type of epididymal duct change in different seasons. The cells are fully developed with a highly secretory activity in September. The materials secreted from the epithelium might have the function as nourishment for the stored sperm. Sperm storage structures in the form of tubules are observed in the wall of the isthmus of the oviduct in hibernating females but are absent in the groups of May and September. These tubules develop either by folding or fusion of the oviductal mucosal folds and are lined by both ciliated and secretory cells. These tubules might provide a microenvironment for the sperm to enable its long-term storage. After being separated 4 months (December-March) from the male, sperm are observed in the tubules of the isthmus of the oviduct. The unique character of the sperm combined with the special sperm storage structures enable the sperm to maintain fertility and activity during their storage.
17997087	Clinical significance of Mycobacterium fortuitum isolated from respiratory specimens.	BACKGROUND: Although Mycobacterium fortuitum is not an uncommon organism among the non-tuberculous mycobacteria isolated from respiratory specimens, its clinical significance had not been well studied. METHODS: We identified all patients whose respiratory specimens were positive for M. fortuitum between January 2003 and December 2005. Among 182 patients whose specimens were positive for M. fortuitum, 26 were positive at least twice. We retrospectively reviewed their characteristics, and clinical courses. RESULTS: Of the 26 patients, 15 had two positive culture results for M. fortuitum; the other 11 had three or more. Sixteen patients were male and the median age was 61.5 years. Major presenting symptoms were cough (65%) and sputum (58%). Most patients had known underlying lung diseases, including prior tuberculosis (54%), lung cancer (15%), idiopathic pulmonary fibrosis (15%), and other mycobacterial lung disease (15%). The most common CT findings were bronchiectasis (80%). Only one patient received specific prolonged antibiotic therapy against M. fortuitum infection; the other 25 did not. No patients showed clinical aggravation during the follow-up period, although in five patients their underlying lung diseases continued to progress. The median follow-up duration was 12.5 months and none of the patients whose sputum specimens were available had persistent positive cultures for M. fortuitum. CONCLUSION: M. fortuitum usually causes colonization or transient infection in patients with underlying lung disease, such as prior tuberculosis or bronchiectasis. The majority of patients may not need to receive prolonged antibiotic therapy for M. fortuitum isolates.
17997112	Amygdala tractography predicts functional connectivity and learning during feedback-guided decision-making.	Flexibly adapting behavior in dynamic environments relies on fronto-limbic networks that include the amygdala, orbitofrontal cortex, and striatum. Animal work demonstrates that interactions among these regions are critical for flexible feedback-guided learning, but it remains unknown to what extent such anatomical-functional interactions operate in humans. Here, we use connectivity analyses in both structural and functional MRI to further our understanding of how brain circuits work in conjunction to promote goal-directed behavior. In particular, fiber tracking based on diffusion-weighted imaging provides information about anatomical connectivity between brain structures, and functional MRI provides estimates of functional connectivity between structures. We found that, during a feedback-guided reversal learning task, the strength of estimated white matter tracts from the amygdala to the hippocampus, orbitofrontal cortex, and ventral striatum predicted both how subjects adapted their behavior following positive and negative feedback, and the functional connectivity (estimated from functional MRI time series) between the amygdala and these regions. In addition, we identified a dissociation between an amygdala-hippocampus circuit that predicted response switching, and an amygdala-orbitofrontal cortex circuit that predicted learning following rule reversals. These findings provide novel insights into how the anatomy and functioning of amygdala-related brain circuits mediate different aspects of feedback-guided learning behavior.
17997147	High frequency of BRCA1/2 germline mutations in consecutive ovarian cancer patients in Poland.	BACKGROUND: We estimated the prevalence of BRCA1/2 germline mutations in consecutive ovarian cancers and correlated the mutation status with clinicopathological features. METHODS: 151 consecutive primary ovarian cancer patients were screened for BRCA1/2 germline mutations. RESULTS: We identified BRCA1/2 germline mutations in 21 (13.9%) patients. Seventeen (81%) of carriers have BRCA1 and four (19%) have BRCA2 mutation. BRCA1/2 carriers have a distinctly longer overall survival than sporadic cases (log-rank, p=0.014). CONCLUSIONS: The relatively high proportion of BRCA1/2 carriers among unselected ovarian cancer patients indicates the necessity of searching for recurrent BRCA mutations in each case of ovarian carcinoma. This routine screen should be widened to include denaturing high performance liquid chromatography (DHPLC) analysis of both exons 11 of BRCA1 and BRCA2 genes in women with positive family history.
17997202	Influence of clinical placement on undergraduate midwifery students' career intentions.	OBJECTIVE: to explore the influence that clinical placements have on career intentions for undergraduate midwifery students. DESIGN: a qualitative approach involving a combination of focus group and individual interviews. SETTING: the study was part of a larger study undertaken across a range of health disciplines within one university. PARTICIPANTS: 11 Bachelor of Midwifery students who had either undertaken their first or last clinical placement. FINDINGS: data were managed with QSR NVivo and analysis was influenced by the work of Strauss and Corbin. Two main themes emerged: midwifery as a career choice and future midwifery career. Findings indicated that students entered the course with preconceived ideas of midwifery and where they would practice after graduation. Clinical placements allowed students to experience the reality of midwifery practice, promote identification with the profession, and influenced decision-making about future careers. Finally, it raised limitations placed on diversity of available clinical experience. KEY CONCLUSIONS: clinical placements are essential for midwifery preparation. They challenge students' preconceived ideas about midwifery practice and assist them to develop perspectives on, and directions for, their future careers. The diversity and quality of placement experience plays a significant role in career decision-making and employment choices. IMPLICATIONS FOR PRACTICE: positive placement experiences influence where students will choose to work after graduation. These experiences can directly influence the organisations and clinical areas chosen by students for graduate practice.
17997344	Manual physical assessment of spinal segmental motion: intent and validity.	Validity of a clinical test can be defined as the extent to which the test actually assesses what it is intended to assess. In order to investigate the validity of manual physical assessment of the spine, it is therefore essential to establish what physical therapists intend to assess when they are applying these tests. The aims of this study were to (1) establish what manual physical therapists are intending to assess while applying passive intervertebral motion tests; and (2) examine the face validity and content validity for manual physical assessment of the spine. We surveyed 1502 members of the national manual physical therapist organisations of New Zealand and the United States of America using a web-based survey instrument. Sixty-six percent of 466 respondents believed passive accessory intervertebral motion (PAIVM) tests were valid for assessing quantity of segmental motion, and 76% believed passive physiologic intervertebral motion (PPIVM) tests were valid for assessing quantity of segmental motion. Ninety-eight percent of manual physical therapists base treatment decisions at least in part on the results of segmental motion tests. Quality of resistance to passive segmental motion was considered of greater importance than quantity of kinematic motion during PAIVM tests, while the quality of complex kinematic motion was considered of greater importance than quantity of displacement kinematics during PPIVM tests. Manual physical therapists accept the face validity of manual physical assessment of spinal segmental motion to a great extent, however a minority voice scepticism. Content validity is dominated by concepts of segmental kinematics and the force-displacement relationship. Intent of assessment does, however, vary widely between therapists. These data will inform the design of concurrent validity studies. Further work is recommended to increase consistency of intent, methodology and terminology in manual physical assessment of the spine.
17997378	Osteocytes as mechanosensors in the inhibition of bone resorption due to mechanical loading.	Bone has the ability to adjust its structure to meet its mechanical environment. The prevailing view of bone mechanobiology is that osteocytes are responsible for detecting and responding to mechanical loading and initiating the bone adaptation process. However, how osteocytes signal effector cells and initiate bone turnover is not well understood. Recent in vitro studies have shown that osteocytes support osteoclast formation and activation when co-cultured with osteoclast precursors. In this study, we examined the osteocytes' role in the mechanical regulation of osteoclast formation and activation. We demonstrated here that (1) mechanical stimulation of MLO-Y4 osteocyte-like cells decreases their osteoclastogenic-support potential when co-cultured with RAW264.7 monocyte osteoclast precursors; (2) soluble factors released by these mechanically stimulated MLO-Y4 cells inhibit osteoclastogenesis induced by ST2 bone marrow stromal cells or MLO-Y4 cells; and (3) soluble RANKL and OPG were released by MLO-Y4 cells, and the expressions of both were found to be mechanically regulated. Our data suggest that mechanical loading decreases the osteocyte's potential to induce osteoclast formation by direct cell-cell contact. However, it is not clear that osteocytes in vivo are able to form contacts with osteoclast precursors. Our data also demonstrate that mechanically stimulated osteocytes release soluble factors that can inhibit osteoclastogenesis induced by other supporting cells including bone marrow stromal cells. In summary, we conclude that osteocytes may function as mechanotransducers by regulating local osteoclastogenesis via soluble signals.
17998173	Distal del(4) (q33) syndrome: detailed clinical presentation and molecular description with array-CGH.	The 4q deletion syndrome, comprising all microscopically visible deletions (interstitial and terminal) is a well-recognized distinctive malformation entity, with an estimated incidence of 1:10,000. Here we present the clinical and molecular findings in a 3-year-old male with a de novo distal deletion of 4q33 [46,XY,del(4) (q33)]. Clinical findings of the patient include: hypertelorism, broad nasal bridge, short nose with anteverted nares, long philtrum, thin upper lip, micro-retrognathia, low-set and protruding ears, pre-auricular tag unilaterally, low posterior hairline, clinodactyly of the 5th fingers, tapering fingers, hypospadias, and severe psychomotor retardation. Soon after birth he developed severe hypotonia and feeding difficulties. Echocardiography at 15 months documented aortic supravalvular membrane resulting in mild aortic stenosis and dysplasia of the pulmonary valve. Genome-wide screening using 1 Mb resolution array-CGH and subsequent FISH analyses defined a 18.9-22.9 Mb deletion located at the beginning of 4q33 and extending to the telomere. The description of additional cases with similar distal deletions of 4q33 will allow a more precise prognosis and is therefore of great value for genetic counsellors, while detailed molecular characterization in any well clinically characterized patient is expected to track down individual candidate genes for the specific features of the syndrome.
17998203	Thioredoxin-interacting protein (Txnip) is a critical regulator of hepatic glucose production.	Thioredoxin-interacting protein (Txnip) has been recently described as a possible link between cellular redox state and metabolism; Txnip binds thioredoxin and inhibits its disulfide reductase activity in vitro, while a naturally occurring strain of Txnip-deficient mice has hyperlipidemia, hypoglycemia, and ketosis exacerbated by fasting. We generated Txnip-null mice to investigate the role of Txnip in glucose homeostasis. Txnip-null mice were hypoglycemic, hypoinsulinemic, and had blunted glucose production following a glucagon challenge, consistent with a central liver glucose-handling defect. Glucose release from isolated Txnip-null hepatocytes was 2-fold lower than wild-type hepatocytes, whereas beta-hydroxybutyrate release was increased 2-fold, supporting an intrinsic defect in hepatocyte glucose metabolism. While hepatocyte-specific gene deletion of Txnip did not alter glucose clearance compared with littermate controls, Txnip expression in the liver was required for maintaining normal fasting glycemia and glucose production. In addition, hepatic overexpression of a Txnip transgene in wild-type mice resulted in elevated serum glucose levels and decreased ketone levels. Liver homogenates from Txnip-null mice had no significant differences in the glutathione oxidation state or in the amount of available thioredoxin. However, overexpression of wild-type Txnip in Txnip-null hepatocytes rescued cellular glucose production, whereas overexpression of a C247S mutant Txnip, which does not bind thioredoxin, had no effect. These data demonstrate that Txnip is required for normal glucose homeostasis in the liver. While available thioredoxin is not changed in Txnip-null mice, the effects of Txnip on glucose homeostasis are abolished by a single cysteine mutation that inhibits binding to thioredoxin.
17998210	Conformational transitions in adenylate kinase. Allosteric communication reduces misligation.	Large conformational changes in the LID and NMP domains of adenylate kinase (AKE) are known to be key to ligand binding and catalysis, yet the order of binding events and domain motion is not well understood. Combining the multiple available structures for AKE with the energy landscape theory for protein folding, a theoretical model was developed for allostery, order of binding events, and efficient catalysis. Coarse-grained models and nonlinear normal mode analysis were used to infer that intrinsic structural fluctuations dominate LID motion, whereas ligand-protein interactions and cracking (local unfolding) are more important during NMP motion. In addition, LID-NMP domain interactions are indispensable for efficient catalysis. LID domain motion precedes NMP domain motion, during both opening and closing. These findings provide a mechanistic explanation for the observed 1:1:1 correspondence between LID domain closure, NMP domain closure, and substrate turnover. This catalytic cycle has likely evolved to reduce misligation, and thus inhibition, of AKE. The separation of allosteric motion into intrinsic structural fluctuations and ligand-induced contributions can be generalized to further our understanding of allosteric transitions in other proteins.
17998287	Identification and characterization of a tRNA decoding the rare AUA codon in Haloarcula marismortui.	Annotation of the complete genome of the extreme halophilic archaeon Haloarcula marismortui does not include a tRNA for translation of AUA, the rare codon for isoleucine. This is a situation typical for most archaeal genomes sequenced to date. Based on computational analysis, it has been proposed recently that a single intron-containing tRNA gene produces two very similar but functionally different tRNAs by means of alternative splicing; a UGG-decoding tRNA(TrpCCA) and an AUA-decoding tRNA(IleUAU). Through analysis of tRNAs from H. marismortui, we have confirmed the presence of tRNA(TrpCCA), but found no evidence for the presence of tRNA(IleUAU). Instead, we have shown that a tRNA, currently annotated as elongator methionine tRNA and containing CAU as the anticodon, is aminoacylated with isoleucine in vivo and that this tRNA represents the missing isoleucine tRNA. Interestingly, this tRNA carries a base modification of C34 in the anticodon different from the well-known lysidine found in eubacteria, which switches the amino acid identity of the tRNA from methionine to isoleucine and its decoding specificity from AUG to AUA. The methods described in this work for the identification of individual tRNAs present in H. marismortui provide the tools necessary for experimentally confirming the presence of any tRNA in a cell and, thereby, to test computational predictions of tRNA genes.
